Season,Player,Club,Position,Minutes,Goals,Assists,YellowCards,RedCards,CleanSheets,Threat,Creativity,Influence
2016-17,David Ospina,Arsenal,Goalkeeper,143,0,0,0,0,0,0.0,0.0,28.8
2016-17,Petr Cech,Arsenal,Goalkeeper,3097,0,0,2,0,12,0.0,0.1,819.8
2016-17,Laurent Koscielny,Arsenal,Defender,2821,2,1,4,1,10,239.0,53.9,831.2
2016-17,Per Mertesacker,Arsenal,Defender,38,0,0,0,0,0,0.0,0.1,17.8
2016-17,Gabriel Armando de Abreu,Arsenal,Defender,1517,0,0,6,0,5,119.0,84.5,295.8
2016-17,Héctor Bellerín,Arsenal,Defender,2503,1,5,4,0,10,395.0,508.3,437.6
2016-17,Kieran Gibbs,Arsenal,Defender,702,0,1,3,0,6,117.0,171.4,142.4
2016-17,Mathieu Debuchy,Arsenal,Defender,15,0,0,0,0,0,0.0,1.4,1.0
2016-17,Carl Jenkinson,Arsenal,Defender,82,0,0,0,0,0,0.0,2.0,19.4
2016-17,Nacho Monreal,Arsenal,Defender,3153,0,3,5,0,11,220.0,280.3,554.0
2016-17,Calum Chambers,Middlesbrough,Defender,2250,2,1,4,0,7,80.0,107.0,692.2
2016-17,Alexis Sánchez,Arsenal,Midfielder,3217,24,11,6,0,13,1896.0,1278.3,1357.8
2016-17,Theo Walcott,Arsenal,Midfielder,1916,10,3,1,0,8,1023.0,280.5,541.8
2016-17,Mesut Özil,Arsenal,Midfielder,2841,8,11,2,0,12,734.0,1649.3,834.4
2016-17,Santiago Cazorla,Arsenal,Midfielder,618,2,2,2,0,4,89.0,221.7,198.2
2016-17,Aaron Ramsey,Arsenal,Midfielder,1236,1,4,3,0,4,496.0,361.2,257.2
2016-17,Jack Wilshere,Bournemouth,Midfielder,1950,0,3,4,0,5,321.0,544.4,308.4
2016-17,Alex Oxlade-Chamberlain,Arsenal,Midfielder,1564,2,7,1,0,4,416.0,519.9,435.4
2016-17,Serge Gnabry,Arsenal,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Francis Coquelin,Arsenal,Midfielder,1779,0,1,5,0,5,117.0,314.1,291.6
2016-17,Alex Iwobi,Arsenal,Midfielder,1456,3,5,1,0,9,592.0,467.8,326.4
2016-17,Mohamed Elneny,Arsenal,Midfielder,694,0,1,1,0,3,116.0,108.6,89.0
2016-17,Joel Campbell,Arsenal,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Granit Xhaka,Arsenal,Midfielder,2483,2,3,5,2,10,193.0,626.2,488.8
2016-17,Olivier Giroud,Arsenal,Forward,1206,12,5,2,0,4,797.0,275.1,522.6
2016-17,Danny Welbeck,Arsenal,Forward,748,2,2,0,0,3,321.0,89.9,144.8
2016-17,Yaya Sanogo,Arsenal,Forward,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Takuma Asano,Arsenal,Forward,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Artur Boruc,Bournemouth,Goalkeeper,3150,0,0,2,0,9,0.0,10.0,815.4
2016-17,Adam Federici,Bournemouth,Goalkeeper,180,0,0,1,0,1,0.0,0.0,34.4
2016-17,Simon Francis,Bournemouth,Defender,2938,0,1,4,1,10,130.0,291.2,748.2
2016-17,Steve Cook,Bournemouth,Defender,3420,2,0,5,0,10,391.0,66.2,1123.0
2016-17,Charlie Daniels,Bournemouth,Defender,3060,4,3,1,0,10,302.0,528.3,698.2
2016-17,Adam Smith,Bournemouth,Defender,3101,1,5,6,0,8,242.0,509.8,566.6
2016-17,Tyrone Mings,Bournemouth,Defender,506,0,0,0,0,0,45.0,18.3,125.4
2016-17,Nathan Aké,Chelsea,Defender,834,3,1,1,0,3,147.0,55.5,373.2
2016-17,Harry Arter,Bournemouth,Midfielder,2956,1,4,11,1,9,343.0,533.0,482.0
2016-17,Marc Pugh,Bournemouth,Midfielder,1329,2,3,1,0,5,290.0,304.6,238.6
2016-17,Andrew Surman,Bournemouth,Midfielder,1800,0,1,1,1,4,90.0,223.8,256.8
2016-17,Eunan O'Kane,Bournemouth,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Shaun MacDonald,Bournemouth,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Junior Stanislas,Bournemouth,Midfielder,1467,7,6,1,0,4,418.0,406.9,454.6
2016-17,Dan Gosling,Bournemouth,Midfielder,1366,2,0,6,0,4,168.0,181.7,254.0
2016-17,Max Gradel,Bournemouth,Midfielder,134,0,0,3,0,0,70.0,18.2,24.6
2016-17,Emerson Hyndman,Bournemouth,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Jordon Ibe,Bournemouth,Midfielder,1055,0,0,0,0,3,235.0,268.3,113.0
2016-17,Lewis Cook,Bournemouth,Midfielder,432,0,2,1,0,1,28.0,89.8,100.8
2016-17,Joshua King,Bournemouth,Midfielder,2714,16,3,1,0,9,1007.0,474.6,835.2
2016-17,Callum Wilson,Bournemouth,Forward,1361,6,1,0,0,6,487.0,125.7,229.0
2016-17,Tokelo Rantie,Bournemouth,Forward,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Lewis Grabban,Bournemouth,Forward,60,0,1,0,0,0,17.0,11.8,24.2
2016-17,Benik Afobe,Bournemouth,Forward,1458,6,5,1,0,5,639.0,320.7,350.0
2016-17,Lys Mousset,Bournemouth,Forward,270,0,1,0,0,1,109.0,39.6,27.8
2016-17,Tom Heaton,Burnley,Goalkeeper,3150,0,0,1,0,10,0.0,30.3,1001.6
2016-17,Matthew Lowton,Burnley,Defender,3240,0,2,9,0,9,80.0,491.5,770.6
2016-17,Ben Mee,Burnley,Defender,3015,1,2,5,0,9,281.0,93.7,890.0
2016-17,Stephen Ward,Burnley,Defender,3230,1,1,5,0,8,128.0,409.9,644.6
2016-17,Michael Keane,Burnley,Defender,3150,2,1,4,0,10,557.0,96.7,930.8
2016-17,James Tarkowski,Burnley,Defender,568,0,0,1,0,1,81.0,53.4,146.2
2016-17,Tendayi Darikwa,Burnley,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,David Jones,Burnley,Midfielder,86,0,0,1,0,0,2.0,11.7,0.0
2016-17,George Boyd,Burnley,Midfielder,2837,2,2,3,0,9,376.0,268.4,330.6
2016-17,Scott Arfield,Burnley,Midfielder,2103,1,2,3,0,6,393.0,556.5,210.2
2016-17,Dean Marney,Burnley,Midfielder,1764,1,2,7,0,5,73.0,88.7,244.4
2016-17,Fredrik Ulvestad,Burnley,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Michael Kightly,Burnley,Midfielder,104,0,0,0,0,0,4.0,9.3,2.8
2016-17,Sam Vokes,Burnley,Forward,2064,10,4,0,0,5,907.0,248.1,500.0
2016-17,Andre Gray,Burnley,Forward,2260,9,3,2,0,8,648.0,320.2,415.6
2016-17,Lukas Jutkiewicz,Burnley,Forward,13,0,0,0,0,0,2.0,1.0,0.4
2016-17,Ashley Barnes,Burnley,Forward,1774,6,3,6,1,6,663.0,277.1,328.8
2016-17,Rouwen Hennings,Burnley,Forward,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Chris Long,Burnley,Forward,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Thibaut Courtois,Chelsea,Goalkeeper,3240,0,0,1,0,16,0.0,0.0,517.6
2016-17,Asmir Begovic,Chelsea,Goalkeeper,180,0,0,0,0,0,0.0,0.0,13.2
2016-17,John Terry,Chelsea,Defender,496,1,0,1,0,1,104.0,24.3,104.6
2016-17,Branislav Ivanovic,Chelsea,Defender,589,0,1,2,0,1,112.0,69.4,114.6
2016-17,César Azpilicueta,Chelsea,Defender,3420,1,5,4,0,16,150.0,422.8,792.8
2016-17,Gary Cahill,Chelsea,Defender,3296,6,0,5,0,17,400.0,100.8,831.6
2016-17,Kurt Zouma,Chelsea,Defender,250,0,1,0,0,0,4.0,13.5,60.6
2016-17,Abdul Rahman Baba,Chelsea,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Matt Miazga,Chelsea,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Eden Hazard,Chelsea,Midfielder,2985,16,9,3,0,17,1162.0,1306.8,1044.6
2016-17,Cesc Fàbregas,Chelsea,Midfielder,1340,5,15,8,0,4,325.0,881.8,635.0
2016-17,Oscar dos Santos Emboaba Junior,Chelsea,Midfielder,455,0,1,1,0,1,128.0,197.4,97.4
2016-17,Juan Cuadrado,Chelsea,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Willian Borges Da Silva,Chelsea,Midfielder,1534,8,3,3,0,6,522.0,809.4,491.4
2016-17,Nemanja Matic,Chelsea,Midfielder,2694,1,8,4,0,15,279.0,447.1,546.8
2016-17,Ruben Loftus-Cheek,Chelsea,Midfielder,35,0,0,0,0,0,25.0,3.9,3.8
2016-17,John Obi Mikel,Chelsea,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Pedro Rodríguez Ledesma,Chelsea,Midfielder,2140,9,10,6,0,15,669.0,697.9,639.0
2016-17,Bertrand Traore,Chelsea,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Victor Moses,Chelsea,Midfielder,2485,3,3,4,0,17,683.0,456.2,528.6
2016-17,Marco Van Ginkel,Chelsea,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Robert Kenedy Nunes do Nascimento,Chelsea,Midfielder,90,0,0,0,0,0,46.0,11.8,1.8
2016-17,N'Golo Kanté,Chelsea,Midfielder,3138,1,1,9,0,13,244.0,432.8,515.4
2016-17,Michy Batshuayi,Chelsea,Forward,254,5,1,0,0,0,277.0,40.9,193.2
2016-17,Diego Da Silva Costa,Chelsea,Forward,3083,20,11,10,0,14,1891.0,687.9,982.6
2016-17,Loïc Remy,Crystal Palace,Forward,134,0,0,0,0,1,60.0,26.9,20.0
2016-17,Julian Speroni,Crystal Palace,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Wayne Hennessey,Crystal Palace,Goalkeeper,2610,0,0,1,0,7,0.0,31.1,600.4
2016-17,Alex McCarthy,Southampton,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Steve Mandanda,Crystal Palace,Goalkeeper,810,0,0,0,0,0,0.0,0.0,182.8
2016-17,James Tomkins,Crystal Palace,Defender,1974,3,0,4,0,6,213.0,35.7,471.0
2016-17,Scott Dann,Crystal Palace,Defender,1752,3,1,2,0,2,426.0,73.1,459.0
2016-17,Joel Ward,Crystal Palace,Defender,3417,0,1,7,0,7,129.0,263.7,608.2
2016-17,Martin Kelly,Crystal Palace,Defender,2124,0,2,4,0,2,61.0,125.1,421.8
2016-17,Damien Delaney,Crystal Palace,Defender,2014,0,2,8,0,3,67.0,79.6,496.6
2016-17,Pape Souaré,Crystal Palace,Defender,270,0,0,0,0,0,9.0,33.5,53.6
2016-17,Yannick Bolasie,Everton,Midfielder,1048,1,4,3,0,3,252.0,326.7,238.0
2016-17,Jason Puncheon,Crystal Palace,Midfielder,3093,0,6,9,0,7,448.0,941.8,500.2
2016-17,Wilfried Zaha,Crystal Palace,Midfielder,3019,7,11,8,0,7,865.0,606.4,740.4
2016-17,Mile Jedinak,Crystal Palace,Midfielder,90,0,0,0,0,0,0.0,31.2,11.8
2016-17,Joe Ledley,Crystal Palace,Midfielder,1160,1,1,1,0,2,48.0,109.9,158.2
2016-17,James McArthur,Crystal Palace,Midfielder,1999,5,3,5,0,3,300.0,284.5,400.4
2016-17,Jordon Mutch,Crystal Palace,Midfielder,53,0,0,0,0,0,0.0,14.1,15.6
2016-17,Jonathan Williams,Crystal Palace,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Chung-yong Lee,Crystal Palace,Midfielder,471,0,1,0,0,2,44.0,125.0,71.2
2016-17,Yohan Cabaye,Crystal Palace,Midfielder,2125,4,4,7,0,7,478.0,568.0,427.4
2016-17,Bakary Sako,Crystal Palace,Midfielder,142,0,0,0,0,0,32.0,31.6,21.8
2016-17,Andros Townsend,Crystal Palace,Midfielder,2520,3,7,4,0,7,511.0,852.4,552.4
2016-17,Fraizer Campbell,Crystal Palace,Forward,165,1,0,0,0,0,84.0,25.9,42.4
2016-17,Connor Wickham,Crystal Palace,Forward,412,2,0,1,0,0,132.0,36.2,87.6
2016-17,Joel Robles,Everton,Goalkeeper,1737,0,1,2,0,10,0.0,10.0,439.2
2016-17,Maarten Stekelenburg,Everton,Goalkeeper,1683,0,0,2,0,4,0.0,0.1,350.4
2016-17,Leighton Baines,Everton,Defender,2819,2,5,4,0,11,151.0,695.0,570.8
2016-17,Seamus Coleman,Everton,Defender,2316,4,4,3,0,10,297.0,308.9,596.0
2016-17,Phil Jagielka,Everton,Defender,2251,3,3,4,1,6,278.0,71.7,751.4
2016-17,John Stones,Man City,Defender,2014,0,0,1,0,4,174.0,78.0,441.4
2016-17,Brendan Galloway,Everton,Defender,247,0,0,0,0,1,25.0,18.4,33.0
2016-17,Tyias Browning,Everton,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Matthew Pennington,Everton,Defender,180,1,0,0,0,0,33.0,10.7,63.8
2016-17,Ramiro Funes Mori,Everton,Defender,1543,0,1,0,0,7,129.0,64.0,346.2
2016-17,Kevin Mirallas,Everton,Midfielder,2074,4,8,2,0,11,739.0,682.1,439.6
2016-17,Ross Barkley,Everton,Midfielder,2900,5,11,5,0,12,973.0,1237.6,692.4
2016-17,Tom Cleverley,Watford,Midfielder,1848,0,3,4,0,3,93.0,438.1,255.2
2016-17,James McCarthy,Everton,Midfielder,613,1,1,2,0,0,84.0,80.4,119.8
2016-17,Gareth Barry,Everton,Midfielder,2109,2,1,10,0,7,244.0,400.6,509.4
2016-17,Darron Gibson,Sunderland,Midfielder,640,0,0,4,0,1,16.0,51.5,72.4
2016-17,Muhamed Besic,Everton,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Bryan Oviedo,Sunderland,Midfielder,1323,0,0,4,0,3,37.0,155.4,250.6
2016-17,Gerard Deulofeu,Everton,Midfielder,460,0,0,1,0,0,115.0,150.8,54.6
2016-17,Aaron Lennon,Everton,Midfielder,509,0,1,0,0,2,54.0,93.4,78.0
2016-17,Romelu Lukaku,Everton,Forward,3266,25,6,3,0,13,1670.0,701.4,1171.6
2016-17,Arouna Koné,Everton,Forward,78,0,0,0,0,0,22.0,19.6,7.8
2016-17,Oumar Niasse,Hull,Forward,1096,4,1,3,1,2,417.0,163.0,205.8
2016-17,Allan McGregor,Hull,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Eldin Jakupovic,Hull,Goalkeeper,1980,0,0,0,0,5,4.0,0.3,554.2
2016-17,Brian Lenihan,Hull,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Curtis Davies,Hull,Defender,2135,0,2,4,0,1,128.0,33.0,644.6
2016-17,Michael Dawson,Hull,Defender,1722,3,0,4,0,1,236.0,46.3,573.6
2016-17,Moses Odubajo,Hull,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Andrew Robertson,Hull,Defender,2736,1,2,5,0,5,100.0,352.8,502.6
2016-17,Harry Maguire,Hull,Defender,2307,2,3,5,0,4,439.0,157.2,707.6
2016-17,Alex Bruce,Hull,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Robert Snodgrass,West Ham,Midfielder,2548,7,6,2,0,3,538.0,1050.1,550.2
2016-17,Sam Clucas,Hull,Midfielder,3186,3,1,9,1,5,405.0,344.2,482.2
2016-17,Jake Livermore,West Brom,Midfielder,2970,1,1,5,1,4,283.0,323.5,556.4
2016-17,Ahmed Elmohamady,Hull,Midfielder,2523,0,2,3,1,3,108.0,428.6,464.4
2016-17,Mohamed Diamé,Hull,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Tom Huddlestone,Hull,Midfielder,2025,1,2,5,1,4,130.0,300.3,344.4
2016-17,David Meyler,Hull,Midfielder,962,1,0,2,0,2,81.0,123.6,164.6
2016-17,Shaun Maloney,Hull,Midfielder,283,1,2,0,0,1,58.0,70.4,104.6
2016-17,Abel Hernández,Hull,Forward,1425,4,4,0,0,4,532.0,190.4,219.4
2016-17,Adama Diomande,Hull,Forward,1171,2,0,1,0,2,259.0,195.4,141.0
2016-17,Kasper Schmeichel,Leicester,Goalkeeper,2666,0,0,1,0,8,0.0,0.0,757.4
2016-17,Ron-Robert Zieler,Leicester,Goalkeeper,754,0,0,0,0,1,2.0,0.0,136.0
2016-17,Wes Morgan,Leicester,Defender,2430,1,1,3,0,5,284.0,48.4,480.0
2016-17,Christian Fuchs,Leicester,Defender,3103,2,4,10,0,8,152.0,536.4,802.0
2016-17,Jeffrey Schlupp,Crystal Palace,Defender,1139,0,2,0,0,3,65.0,100.4,214.2
2016-17,Marcin Wasilewski,Leicester,Defender,90,0,0,0,0,0,0.0,0.3,10.8
2016-17,Ritchie de Laet,Leicester,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Danny Simpson,Leicester,Defender,2988,0,3,12,0,9,50.0,199.0,531.2
2016-17,Robert Huth,Leicester,Defender,2926,2,2,9,0,9,477.0,69.4,701.0
2016-17,Yohan Benalouane,Leicester,Defender,917,0,0,4,0,4,54.0,22.0,158.2
2016-17,Luis Hernández,Leicester,Defender,327,0,0,1,0,0,0.0,62.0,57.6
2016-17,Riyad Mahrez,Leicester,Midfielder,2826,6,4,4,0,9,898.0,802.1,573.0
2016-17,Marc Albrighton,Leicester,Midfielder,2412,2,6,5,0,8,272.0,719.8,483.8
2016-17,Andy King,Leicester,Midfielder,1446,1,0,4,0,1,167.0,122.7,258.4
2016-17,Daniel Drinkwater,Leicester,Midfielder,2466,1,1,6,0,8,213.0,307.1,401.8
2016-17,Gökhan Inler,Leicester,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Demarai Gray,Leicester,Midfielder,1049,1,4,2,0,4,233.0,268.8,220.4
2016-17,Daniel Amartey,Leicester,Midfielder,1673,1,1,3,0,4,109.0,204.0,254.4
2016-17,Nampalys Mendy,Leicester,Midfielder,269,0,0,1,0,1,0.0,24.9,16.8
2016-17,Jamie Vardy,Leicester,Forward,2801,13,8,2,1,7,955.0,450.4,629.8
2016-17,Leonardo Ulloa,Leicester,Forward,447,1,0,0,0,2,262.0,55.7,60.8
2016-17,Shinji Okazaki,Leicester,Forward,1565,3,1,1,0,7,471.0,262.0,181.2
2016-17,Ahmed Musa,Leicester,Forward,761,2,0,1,0,1,232.0,120.8,132.6
2016-17,Simon Mignolet,Liverpool,Goalkeeper,2520,0,0,0,0,9,0.0,0.0,461.2
2016-17,Loris Karius,Liverpool,Goalkeeper,900,0,0,0,0,3,0.0,0.0,149.4
2016-17,Mamadou Sakho,Crystal Palace,Defender,686,0,0,0,0,4,40.0,48.7,143.4
2016-17,Dejan Lovren,Liverpool,Defender,2553,2,1,6,0,11,236.0,119.2,715.4
2016-17,Alberto Moreno,Liverpool,Defender,305,0,1,1,0,0,32.0,78.3,64.6
2016-17,Nathaniel Clyne,Liverpool,Defender,3323,0,2,0,0,12,294.0,716.5,512.0
2016-17,Jon Flanagan,Burnley,Defender,360,0,0,2,0,1,0.0,16.4,63.8
2016-17,Joseph Gomez,Liverpool,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Connor Randall,Liverpool,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Bradley Smith,Bournemouth,Defender,269,0,0,1,0,0,27.0,30.3,28.6
2016-17,Kevin Stewart,Liverpool,Defender,20,0,0,0,0,0,0.0,0.4,3.6
2016-17,Joel Matip,Liverpool,Defender,2457,1,0,3,0,9,348.0,143.3,588.6
2016-17,Leiva Lucas,Liverpool,Midfielder,1112,0,3,4,0,4,99.0,102.9,306.4
2016-17,Jordan Henderson,Liverpool,Midfielder,2116,1,4,8,0,7,93.0,554.3,507.4
2016-17,Joe Allen,Stoke,Midfielder,2930,6,3,9,0,10,675.0,539.8,576.8
2016-17,Philippe Coutinho,Liverpool,Midfielder,2228,13,8,2,0,8,1125.0,1081.8,860.0
2016-17,Emre Can,Liverpool,Midfielder,2371,5,2,6,0,9,500.0,544.5,512.2
2016-17,Adam Lallana,Liverpool,Midfielder,2338,8,7,3,0,9,825.0,693.0,679.4
2016-17,Lazar Markovic,Hull,Midfielder,1005,2,0,4,0,5,185.0,160.3,142.2
2016-17,Oluwaseyi Ojo,Liverpool,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,James Milner,Liverpool,Midfielder,3154,7,4,5,0,12,493.0,937.0,919.0
2016-17,Roberto Firmino,Liverpool,Midfielder,3062,11,11,5,0,11,1569.0,1127.3,869.6
2016-17,Cameron Brannagan,Liverpool,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Pedro Chirivella,Liverpool,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Sadio Mané,Liverpool,Midfielder,2242,13,7,4,0,8,1074.0,660.7,727.0
2016-17,Christian Benteke,Crystal Palace,Forward,3131,15,2,10,0,7,1762.0,484.4,640.2
2016-17,Daniel Sturridge,Liverpool,Forward,775,3,5,1,0,3,492.0,207.4,202.8
2016-17,Mario Balotelli,Liverpool,Forward,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Danny Ings,Liverpool,Forward,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Divock Origi,Liverpool,Forward,1469,7,4,0,0,7,551.0,264.4,360.0
2016-17,Joe Hart,Man City,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Willy Caballero,Man City,Goalkeeper,1452,0,0,0,0,6,0.0,0.0,266.6
2016-17,Aleksandar Kolarov,Man City,Defender,2535,1,1,6,0,9,223.0,296.4,639.0
2016-17,Pablo Zabaleta,Man City,Defender,1065,1,1,2,0,2,113.0,167.7,238.6
2016-17,Vincent Kompany,Man City,Defender,820,3,0,5,0,5,123.0,32.9,249.0
2016-17,Gaël Clichy,Man City,Defender,2123,1,0,2,0,8,38.0,314.8,407.4
2016-17,Bacary Sagna,Man City,Defender,1346,0,1,2,0,6,53.0,152.1,223.2
2016-17,Eliaquim Mangala,Man City,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Nicolás Otamendi,Man City,Defender,2592,1,2,9,0,9,276.0,125.6,772.4
2016-17,Fabian Delph,Man City,Midfielder,224,1,0,1,0,0,43.0,42.3,68.2
2016-17,Raheem Sterling,Man City,Midfielder,2509,7,14,7,0,9,1170.0,688.3,527.0
2016-17,Samir Nasri,Man City,Midfielder,16,0,0,0,0,0,41.0,12.3,4.8
2016-17,David Silva,Man City,Midfielder,2760,4,9,6,0,12,801.0,1388.4,671.2
2016-17,Gnegneri Yaya Touré,Man City,Midfielder,1941,5,0,4,0,12,335.0,407.7,474.2
2016-17,Jesús Navas,Man City,Midfielder,1064,0,3,2,0,2,163.0,359.9,161.0
2016-17,Fernando Luiz Rosa,Man City,Midfielder,2755,2,1,4,2,10,364.0,575.7,546.6
2016-17,Fernando Francisco Reges,Man City,Midfielder,568,0,0,3,0,1,29.0,65.7,115.2
2016-17,Kevin De Bruyne,Man City,Midfielder,2877,6,21,4,0,11,790.0,1702.0,872.4
2016-17,Ilkay Gündogan,Man City,Midfielder,704,3,1,0,0,3,199.0,209.6,186.8
2016-17,Manuel Agudo Durán,Man City,Midfielder,777,4,3,3,1,3,411.0,238.4,210.0
2016-17,Oleksandr Zinchenko,Man City,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Sergio Agüero,Man City,Forward,2404,20,5,4,1,8,1853.0,518.2,871.8
2016-17,Wilfried Bony,Stoke,Forward,684,2,0,1,0,3,271.0,116.9,103.0
2016-17,Kelechi Iheanacho,Man City,Forward,537,4,3,0,0,1,463.0,193.7,224.0
2016-17,David de Gea,Man United,Goalkeeper,3150,0,0,2,0,14,0.0,10.0,542.4
2016-17,Sergio Romero,Man United,Goalkeeper,180,0,0,0,0,2,0.0,0.0,77.2
2016-17,Chris Smalling,Man United,Defender,1217,1,1,0,0,4,95.0,36.1,342.6
2016-17,Phil Jones,Man United,Defender,1584,0,0,2,0,5,89.0,35.2,437.8
2016-17,Guillermo Varela,Man United,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Luke Shaw,Man United,Defender,688,0,3,1,0,4,64.0,160.5,139.2
2016-17,Marcos Rojo,Man United,Defender,1663,1,0,5,0,8,147.0,71.0,446.4
2016-17,Patrick McNair,Sunderland,Defender,353,0,0,0,0,1,28.0,51.1,30.6
2016-17,Antonio Valencia,Man United,Defender,2483,1,3,5,0,12,243.0,614.8,547.2
2016-17,Matteo Darmian,Man United,Defender,1333,0,0,3,0,9,13.0,74.0,206.0
2016-17,Cameron Borthwick-Jackson,Man United,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Timothy Fosu-Mensah,Man United,Defender,97,0,0,0,0,1,8.0,2.9,12.8
2016-17,Daley Blind,Man United,Defender,1830,1,2,2,0,9,122.0,426.6,534.0
2016-17,Eric Bailly,Man United,Defender,2058,0,0,4,0,13,98.0,31.0,481.2
2016-17,Juan Mata,Man United,Midfielder,1614,6,3,3,0,10,598.0,747.5,457.6
2016-17,Marouane Fellaini,Man United,Midfielder,1604,1,0,8,1,10,333.0,281.9,299.0
2016-17,Memphis Depay,Man United,Midfielder,24,0,0,1,0,0,4.0,1.8,1.2
2016-17,Michael Carrick,Man United,Midfielder,1601,0,0,2,0,5,48.0,209.3,288.0
2016-17,Ashley Young,Man United,Midfielder,760,0,1,2,0,4,61.0,167.0,147.4
2016-17,Adnan Januzaj,Sunderland,Midfielder,1628,0,3,3,1,3,364.0,470.8,226.2
2016-17,Ander Herrera,Man United,Midfielder,2465,1,6,5,1,13,276.0,720.8,593.2
2016-17,Andreas Pereira,Man United,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Morgan Schneiderlin,Everton,Midfielder,1073,1,0,2,0,5,90.0,112.3,216.2
2016-17,Bastian Schweinsteiger,Man United,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Jesse Lingard,Man United,Midfielder,1360,1,3,3,0,7,439.0,522.3,229.4
2016-17,Anthony Martial,Man United,Midfielder,1553,4,6,2,0,9,579.0,399.1,382.8
2016-17,Henrikh Mkhitaryan,Man United,Midfielder,1348,4,1,1,0,10,427.0,512.2,325.8
2016-17,Wayne Rooney,Man United,Forward,1540,5,5,8,0,6,616.0,593.8,394.2
2016-17,James Wilson,Man United,Forward,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Marcus Rashford,Man United,Forward,1712,5,3,3,0,7,734.0,411.4,316.2
2016-17,Zlatan Ibrahimovic,Man United,Forward,2438,17,7,7,0,11,1694.0,775.0,807.8
2016-17,Dimitrios Konstantopoulos,Middlesbrough,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Víctor Valdés,Middlesbrough,Goalkeeper,2520,0,0,1,0,8,2.0,0.3,607.6
2016-17,Daniel Ayala,Middlesbrough,Defender,918,1,0,3,0,3,166.0,10.4,220.8
2016-17,George Friend,Middlesbrough,Defender,1964,0,3,4,0,4,213.0,169.1,436.0
2016-17,Dael Fry,Middlesbrough,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2016-17,Ben Gibson,Middlesbrough,Defender,3420,1,1,4,0,11,248.0,55.7,818.4
2016-17,Emilio Nsue Lopez,Middlesbrough,Defender,320,0,0,0,0,1,38.0,31.9,47.6
2016-17,Bernardo Espinosa Zúñiga,Middlesbrough,Defender,975,0,0,2,0,4,39.0,10.0,224.8
2016-17,Albert Adomah,Middlesbrough,Midfielder,122,0,0,0,0,0,33.0,20.5,8.4
