Season,Player,Club,Position,Minutes,Goals,Assists,YellowCards,RedCards,CleanSheets,Threat,Creativity,Influence
2019-20,Ben Johnson,West Ham,Defender,270,0,0,0,0,0,1.0,25.2,48.0
2019-20,Marko Arnautovic,West Ham,Forward,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Javier Hernández Balcázar,West Ham,Forward,106,1,0,0,0,0,39.0,2.2,35.6
2019-20,Alexandre Nascimento Costa Silva,West Ham,Forward,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Lukasz Fabianski,West Ham,Goalkeeper,2117,0,0,1,0,5,0.0,0.0,531.2
2019-20,Michail Antonio,West Ham,Midfielder,1767,10,4,3,0,3,1094.0,377.4,552.8
2019-20,Felipe Anderson Pereira Gomes,West Ham,Midfielder,1493,1,4,1,0,7,355.0,414.7,377.2
2019-20,Manuel Lanzini,West Ham,Midfielder,1370,0,3,1,0,2,281.0,464.8,219.0
2019-20,Andriy Yarmolenko,West Ham,Midfielder,981,5,1,2,0,3,329.0,265.7,284.4
2019-20,Robert Snodgrass,West Ham,Midfielder,1504,5,5,4,0,3,320.0,552.1,422.2
2019-20,Jack Wilshere,West Ham,Midfielder,209,0,0,0,0,0,4.0,7.0,6.4
2019-20,Declan Rice,West Ham,Midfielder,3420,1,5,6,0,7,259.0,350.8,715.8
2019-20,Mark Noble,West Ham,Midfielder,2675,4,4,5,0,7,164.0,602.2,542.2
2019-20,Carlos Sánchez,West Ham,Midfielder,112,0,0,0,0,0,0.0,3.7,8.4
2019-20,Grady Diangana,West Ham,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Pablo Fornals,West Ham,Midfielder,2167,2,6,3,0,6,381.0,359.7,350.4
2019-20,Pedro Obiang,West Ham,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Roberto Jimenez Gago,West Ham,Goalkeeper,686,0,0,0,0,0,0.0,0.0,239.0
2019-20,Sébastien Haller,West Ham,Forward,2259,7,3,1,0,5,1012.0,354.5,450.4
2019-20,Albian Ajeti,West Ham,Forward,132,0,0,0,0,0,47.0,22.9,5.2
2019-20,David Martin,West Ham,Goalkeeper,435,0,0,1,0,2,0.0,0.0,112.0
2019-20,Nathan Holland,West Ham,Midfielder,31,0,0,0,0,0,9.0,3.8,12.6
2019-20,Joseph Anang,West Ham,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Jeremy Ngakia,West Ham,Defender,440,0,0,0,0,0,9.0,10.7,78.0
2019-20,Gonçalo Bento Soares Cardoso,West Ham,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Bernardo Costa Da Rosa,West Ham,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Darren Randolph,West Ham,Goalkeeper,180,0,0,0,0,0,0.0,0.0,49.6
2019-20,Tomas Soucek,West Ham,Midfielder,1039,3,0,0,0,1,293.0,73.1,254.2
2019-20,Jarrod Bowen,West Ham,Midfielder,916,1,4,0,0,1,342.0,235.0,221.4
2019-20,Alfie Lewis,West Ham,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Conor Coventry,West Ham,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Matt Doherty,Wolves,Defender,2836,4,8,1,0,12,681.0,340.5,576.2
2019-20,Jonathan Castro Otto,Wolves,Defender,2885,2,3,4,0,11,299.0,379.2,543.6
2019-20,Conor Coady,Wolves,Defender,3420,0,0,5,0,13,0.0,68.8,556.4
2019-20,Willy Boly,Wolves,Defender,1980,0,1,1,1,12,119.0,85.8,477.0
2019-20,Rúben Gonçalo Silva Nascimento Vinagre,Wolves,Defender,644,0,0,1,0,3,56.0,96.2,130.4
2019-20,Romain Saïss,Wolves,Defender,2703,2,2,10,1,10,298.0,160.7,621.2
2019-20,Max Kilman,Wolves,Defender,184,0,0,0,0,0,0.0,1.2,35.2
2019-20,Raúl Jiménez,Wolves,Forward,3241,17,7,3,0,15,1680.0,668.2,911.6
2019-20,Diogo Jota,Wolves,Forward,2278,7,3,4,0,10,1139.0,453.3,457.8
2019-20,Rui Pedro dos Santos Patrício,Wolves,Goalkeeper,3420,0,0,0,0,13,0.0,0.0,741.0
2019-20,John Ruddy,Wolves,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Will Norris,Wolves,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Rúben Diogo da Silva Neves,Wolves,Midfielder,3053,2,2,9,0,13,307.0,445.4,538.6
2019-20,João Filipe Iria Santos Moutinho,Wolves,Midfielder,3105,1,7,7,0,11,122.0,1200.1,712.0
2019-20,Morgan Gibbs-White,Wolves,Midfielder,125,0,1,0,0,0,12.0,44.1,6.6
2019-20,Adama Traoré,Wolves,Midfielder,2599,4,9,1,0,7,583.0,786.4,727.2
2019-20,Hélder Costa,Wolves,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Ivan Cavaleiro,Wolves,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Leander Dendoncker,Wolves,Midfielder,2790,4,0,5,0,11,282.0,160.6,529.2
2019-20,Jesús Vallejo Lázaro,Wolves,Defender,162,0,0,1,0,0,0.0,7.0,35.6
2019-20,Patrick Cutrone,Wolves,Forward,292,2,0,0,0,1,155.0,35.6,85.2
2019-20,Pedro Lomba Neto,Wolves,Midfielder,920,3,3,3,0,1,260.0,232.0,227.8
2019-20,Bernard Ashley-Seal,Wolves,Forward,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Taylor Perry,Wolves,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Owen Otasowie,Wolves,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Luke Cundle,Wolves,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Oskar Buur,Wolves,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Ryan Giles,Wolves,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2019-20,Bruno André Cavaco Jordao,Wolves,Midfielder,6,0,0,0,0,0,0.0,10.4,2.6
2019-20,Daniel Castelo Podence,Wolves,Midfielder,285,1,1,0,0,3,148.0,73.3,62.4
2019-20,Leonardo Campana,Wolves,Forward,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Mesut Özil,Arsenal,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Sokratis Papastathopoulos,Arsenal,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,David Luiz Moreira Marinho,Arsenal,Defender,1396,1,0,1,1,3,144.0,46.7,250.6
2020-21,Pierre-Emerick Aubameyang,Arsenal,Midfielder,2330,10,3,2,0,10,823.0,361.5,493.8
2020-21,Cédric Soares,Arsenal,Defender,744,0,1,1,0,2,66.0,114.8,110.8
2020-21,Alexandre Lacazette,Arsenal,Forward,1916,13,3,3,0,7,797.0,307.4,602.4
2020-21,Shkodran Mustafi,Arsenal,Defender,45,0,0,0,0,0,0.0,1.0,11.6
2020-21,Bernd Leno,Arsenal,Goalkeeper,3131,0,0,0,1,11,2.0,0.0,702.2
2020-21,Granit Xhaka,Arsenal,Midfielder,2519,1,2,7,1,10,154.0,327.6,456.0
2020-21,Pablo Marí,Arsenal,Defender,900,0,0,2,0,4,16.0,26.4,163.2
2020-21,Héctor Bellerín,Arsenal,Defender,2089,1,3,8,0,7,232.0,351.8,362.8
2020-21,Calum Chambers,Arsenal,Defender,751,0,3,0,0,2,77.0,169.4,171.8
2020-21,Sead Kolasinac,Arsenal,Defender,90,0,0,0,0,0,4.0,5.4,3.6
2020-21,Rob Holding,Arsenal,Defender,2557,0,1,2,0,11,97.0,76.1,602.6
2020-21,Kieran Tierney,Arsenal,Defender,2299,1,4,4,0,8,201.0,490.1,446.4
2020-21,Nicolas Pépé,Arsenal,Midfielder,1606,10,3,1,1,4,774.0,235.9,476.2
2020-21,Lucas Torreira,Arsenal,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Reiss Nelson,Arsenal,Midfielder,70,0,0,0,0,0,10.0,9.7,4.2
2020-21,Edward Nketiah,Arsenal,Forward,411,2,1,0,0,1,211.0,97.3,116.6
2020-21,Emile Smith Rowe,Arsenal,Midfielder,1438,2,5,0,0,9,222.0,385.1,273.2
2020-21,Bukayo Saka,Arsenal,Midfielder,2554,5,5,1,0,8,984.0,650.6,493.0
2020-21,Matteo Guendouzi,Arsenal,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Gabriel Teodoro Martinelli Silva,Arsenal,Midfielder,582,2,1,0,0,4,300.0,133.8,142.6
2020-21,William Saliba,Arsenal,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Mathew Ryan,Arsenal,Goalkeeper,1260,0,0,1,0,3,2.0,10.7,193.6
2020-21,Willian Borges Da Silva,Arsenal,Midfielder,1398,1,7,0,0,3,228.0,534.8,256.2
2020-21,Gabriel Magalhães,Arsenal,Defender,1996,2,0,2,1,6,233.0,51.0,464.8
2020-21,Daniel Ceballos Fernández,Arsenal,Midfielder,1609,0,4,4,0,6,141.0,422.3,359.8
2020-21,Mohamed Naser El Sayed Elneny,Arsenal,Midfielder,1538,1,0,3,0,5,79.0,99.9,200.2
2020-21,Matt Macey,Arsenal,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Rúnar Alex Rúnarsson,Arsenal,Goalkeeper,15,0,0,0,0,0,0.0,0.0,16.6
2020-21,Thomas Partey,Arsenal,Midfielder,1529,0,2,5,0,6,129.0,195.7,289.4
2020-21,Martin Ødegaard,Arsenal,Midfielder,861,1,2,0,0,3,167.0,322.8,169.8
2020-21,Miguel Azeez,Arsenal,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Emiliano Martínez,Aston Villa,Goalkeeper,3420,0,0,1,0,15,0.0,20.0,1067.2
2020-21,Tom Heaton,Aston Villa,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Ahmed El Mohamady,Aston Villa,Defender,833,0,0,2,0,3,65.0,201.8,170.4
2020-21,Henri Lansbury,Aston Villa,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Neil Taylor,Aston Villa,Defender,15,0,0,1,0,0,0.0,0.7,0.8
2020-21,Jed Steer,Aston Villa,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Conor Hourihane,Aston Villa,Midfielder,225,1,1,0,0,2,33.0,82.9,65.4
2020-21,José Ignacio Peleteiro Romallo,Aston Villa,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Ørjan Nyland,Aston Villa,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Bjorn Engels,Aston Villa,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Jack Grealish,Aston Villa,Midfielder,2183,6,12,6,0,12,917.0,1029.6,707.4
2020-21,John McGinn,Aston Villa,Midfielder,3330,3,7,12,0,14,361.0,600.5,579.0
2020-21,Kortney Hause,Aston Villa,Defender,630,1,0,2,0,3,57.0,2.2,147.0
2020-21,Mahmoud Ahmed Ibrahim Hassan,Aston Villa,Midfielder,1157,2,1,0,0,6,478.0,180.1,213.6
2020-21,Tyrone Mings,Aston Villa,Defender,3194,2,2,4,1,14,293.0,97.3,798.4
2020-21,Matt Targett,Aston Villa,Defender,3404,0,4,7,0,16,122.0,607.0,690.4
2020-21,James Bree,Aston Villa,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Marvelous Nakamba,Aston Villa,Midfielder,747,0,1,3,0,4,10.0,32.5,110.8
2020-21,Anwar El Ghazi,Aston Villa,Midfielder,1604,10,0,2,0,5,726.0,426.1,500.4
2020-21,Ezri Konsa Ngoyo,Aston Villa,Defender,3195,2,0,3,0,12,276.0,34.2,695.6
2020-21,Frédéric Guilbert,Aston Villa,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Wesley Moraes,Aston Villa,Forward,15,0,0,0,0,0,17.0,1.1,5.0
2020-21,Mbwana Samatta,Aston Villa,Forward,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Keinan Davis,Aston Villa,Forward,265,1,1,0,0,1,169.0,76.7,77.2
2020-21,Indiana Vassilev,Aston Villa,Forward,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Douglas Luiz Soares de Paulo,Aston Villa,Midfielder,2781,0,2,8,1,12,189.0,304.5,403.4
2020-21,Ross Barkley,Aston Villa,Midfielder,1566,3,2,0,0,8,431.0,579.3,274.2
2020-21,Matthew Cash,Aston Villa,Defender,2373,0,2,6,1,11,110.0,352.9,520.8
2020-21,Ollie Watkins,Aston Villa,Forward,3328,14,9,2,1,14,1721.0,610.4,815.4
2020-21,Bertrand Traoré,Aston Villa,Midfielder,2315,7,7,1,0,11,917.0,530.6,528.4
2020-21,Jacob Ramsey,Aston Villa,Midfielder,611,0,0,0,0,2,126.0,91.7,72.8
2020-21,Morgan Sanson,Aston Villa,Midfielder,288,0,0,3,0,1,10.0,28.8,25.8
2020-21,Kaine Hayden,Aston Villa,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Carney Chukwuemeka,Aston Villa,Midfielder,18,0,0,0,0,0,5.0,1.1,1.0
2020-21,Jaden Philogene-Bidace,Aston Villa,Midfielder,1,0,0,0,0,0,0.0,0.5,0.0
2020-21,Glenn Murray,Brighton,Forward,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Adam Lallana,Brighton,Midfielder,1584,1,1,0,0,5,302.0,355.7,255.2
2020-21,Pascal Groß,Brighton,Midfielder,2479,3,8,3,0,10,415.0,1087.8,620.4
2020-21,Shane Duffy,Brighton,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Davy Pröpper,Brighton,Midfielder,209,0,0,0,0,0,52.0,5.1,24.0
2020-21,Aaron Mooy,Brighton,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Dan Burn,Brighton,Defender,2057,1,0,5,0,6,214.0,183.1,389.0
2020-21,Lewis Dunk,Brighton,Defender,2932,5,0,5,2,11,443.0,136.7,720.4
2020-21,Martín Montoya,Brighton,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Florin Andone,Brighton,Forward,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Solomon March,Brighton,Midfielder,1670,2,2,0,0,7,322.0,414.3,368.6
2020-21,Adam Webster,Brighton,Defender,2594,1,0,4,0,9,244.0,96.6,505.4
2020-21,Joël Veltman,Brighton,Defender,2280,1,1,3,0,9,169.0,366.0,484.4
2020-21,Neal Maupay,Brighton,Forward,2508,8,2,1,1,10,1103.0,443.2,442.2
2020-21,Leandro Trossard,Brighton,Midfielder,2602,5,6,2,0,12,759.0,725.1,543.4
2020-21,Alireza Jahanbakhsh,Brighton,Midfielder,520,0,1,3,0,1,221.0,162.8,73.2
2020-21,José Izquierdo,Brighton,Midfielder,8,0,0,0,0,0,7.0,1.3,3.2
2020-21,Matthew Clarke,Brighton,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Ben White,Brighton,Defender,3192,0,0,3,1,12,153.0,152.5,488.6
2020-21,Bernardo Fernandes da Silva Junior,Brighton,Defender,205,0,0,0,0,0,69.0,32.4,27.2
2020-21,Yves Bissouma,Brighton,Midfielder,3112,1,0,8,1,11,196.0,295.5,523.6
2020-21,Tariq Lamptey,Brighton,Defender,887,1,3,2,1,2,156.0,162.9,147.8
2020-21,Aaron Connolly,Brighton,Forward,783,2,1,0,0,1,307.0,74.1,104.2
2020-21,Steven Alzate,Brighton,Midfielder,892,1,0,2,0,5,88.0,154.9,132.2
2020-21,Alexis Mac Allister,Brighton,Midfielder,1108,1,1,1,0,5,235.0,210.6,170.6
2020-21,Christian Walton,Brighton,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Jason Steele,Brighton,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Jayson Molumby,Brighton,Midfielder,1,0,0,0,0,0,0.0,0.0,0.0
2020-21,Andi Zeqiri,Brighton,Forward,164,0,0,0,0,0,107.0,18.8,16.0
2020-21,Danny Welbeck,Brighton,Forward,1541,6,4,0,0,6,595.0,269.7,319.8
2020-21,Robert Sánchez,Brighton,Goalkeeper,2430,0,0,2,0,10,4.0,10.0,542.2
2020-21,Percy Tau,Brighton,Midfielder,101,0,1,0,0,0,6.0,35.8,26.8
2020-21,Jakub Moder,Brighton,Midfielder,643,0,0,0,0,2,162.0,62.2,63.8
2020-21,Reda Khadra,Brighton,Midfielder,4,0,0,0,0,0,2.0,0.0,0.0
2020-21,Teddy Jenks,Brighton,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Max Sanders,Brighton,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Jensen Weir,Brighton,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Thomas McGill,Brighton,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Michal Karbownik,Brighton,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Moisés Caicedo,Brighton,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Dale Stephens,Burnley,Midfielder,257,0,0,1,0,0,41.0,8.3,31.0
2020-21,James Tarkowski,Burnley,Defender,3240,1,0,6,0,11,350.0,148.0,773.4
2020-21,Phil Bardsley,Burnley,Defender,273,0,0,2,0,0,6.0,12.9,39.4
2020-21,Erik Pieters,Burnley,Defender,1260,0,3,1,0,3,63.0,77.0,199.4
2020-21,Jack Cork,Burnley,Midfielder,1350,0,0,2,0,4,82.0,126.2,140.0
2020-21,Kevin Long,Burnley,Defender,636,0,0,2,0,1,25.0,12.0,102.6
2020-21,Jay Rodriguez,Burnley,Forward,1248,1,3,3,0,4,449.0,97.4,149.8
2020-21,Ashley Barnes,Burnley,Forward,1324,3,0,4,0,6,548.0,243.6,153.8
2020-21,Ben Mee,Burnley,Defender,2693,2,0,3,0,10,312.0,71.6,691.0
2020-21,Ashley Westwood,Burnley,Midfielder,3410,3,4,7,0,11,156.0,843.2,559.2
2020-21,Johann Berg Gudmundsson,Burnley,Midfielder,1358,2,0,2,0,3,170.0,160.8,193.6
2020-21,Chris Wood,Burnley,Forward,2741,12,3,0,0,9,1129.0,323.2,595.8
2020-21,Matthew Lowton,Burnley,Defender,3060,1,1,5,0,10,125.0,380.8,551.2
2020-21,Matej Vydra,Burnley,Forward,1359,3,2,0,0,3,491.0,194.0,197.4
2020-21,Ben Gibson,Burnley,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Robbie Brady,Burnley,Midfielder,1047,1,1,3,0,7,168.0,133.9,174.2
2020-21,Nick Pope,Burnley,Goalkeeper,2880,0,0,1,0,11,2.0,20.0,846.6
2020-21,Charlie Taylor,Burnley,Defender,2425,0,2,1,0,8,52.0,248.5,494.4
2020-21,Josh Brownhill,Burnley,Midfielder,2812,0,1,2,0,10,384.0,309.1,350.4
2020-21,Bailey Peacock-Farrell,Burnley,Goalkeeper,360,0,0,0,0,0,0.0,0.0,82.6
2020-21,Dwight McNeil,Burnley,Midfielder,3068,2,5,1,0,11,277.0,790.3,591.8
2020-21,Jimmy Dunne,Burnley,Defender,270,1,0,1,0,0,81.0,22.1,79.6
2020-21,Bobby Thomas,Burnley,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Josh Benson,Burnley,Midfielder,260,0,0,0,0,1,13.0,7.9,16.0
2020-21,Anthony Driscoll-Glennon,Burnley,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Mace Goodridge,Burnley,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Will Norris,Burnley,Goalkeeper,180,0,0,0,0,0,0.0,10.0,15.2
2020-21,Max Thompson,Burnley,Forward,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Lewis Richardson,Burnley,Forward,3,0,0,0,0,0,0.0,0.0,0.0
2020-21,Anthony Mancini,Burnley,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Joel Mumbongo,Burnley,Forward,37,0,0,1,0,0,0.0,1.8,0.0
2020-21,Richard Nartey,Burnley,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Willy Caballero,Chelsea,Goalkeeper,90,0,0,0,0,0,0.0,0.0,4.2
2020-21,César Azpilicueta,Chelsea,Defender,2187,1,2,5,1,13,164.0,413.3,502.2
2020-21,Olivier Giroud,Chelsea,Forward,740,4,0,1,0,4,403.0,112.0,161.4
2020-21,Marcos Alonso,Chelsea,Defender,958,2,1,2,0,5,328.0,204.1,224.2
2020-21,Jorge Luiz Frello Filho,Chelsea,Midfielder,2006,7,2,2,0,14,175.0,383.5,588.8
2020-21,Mateo Kovacic,Chelsea,Midfielder,1809,0,1,4,0,9,153.0,384.8,332.4
2020-21,Antonio Rüdiger,Chelsea,Defender,1710,1,0,0,0,11,201.0,83.8,368.6
2020-21,Kurt Zouma,Chelsea,Defender,2027,5,0,3,0,9,339.0,72.6,577.8
2020-21,Emerson Palmieri dos Santos,Chelsea,Defender,88,0,0,0,0,1,2.0,7.7,17.4
2020-21,Kepa Arrizabalaga,Chelsea,Goalkeeper,585,0,0,1,0,2,0.0,0.0,113.6
2020-21,N'Golo Kanté,Chelsea,Midfielder,2140,0,2,7,0,10,96.0,347.3,449.0
2020-21,Hakim Ziyech,Chelsea,Midfielder,1164,2,3,3,0,10,369.0,485.6,274.8
2020-21,Andreas Christensen,Chelsea,Defender,1371,0,0,2,1,8,34.0,80.9,293.4
2020-21,Timo Werner,Chelsea,Forward,2598,6,12,2,0,13,1276.0,532.4,514.8
2020-21,Tammy Abraham,Chelsea,Forward,1031,6,2,0,0,5,483.0,121.6,277.2
2020-21,Christian Pulisic,Chelsea,Midfielder,1731,4,3,2,0,7,724.0,378.8,361.4
2020-21,Mason Mount,Chelsea,Midfielder,2887,6,7,2,0,14,954.0,1336.9,770.4
2020-21,Fikayo Tomori,Chelsea,Defender,45,0,0,0,0,0,0.0,0.1,26.6
2020-21,Callum Hudson-Odoi,Chelsea,Midfielder,1050,2,3,0,0,6,336.0,471.5,291.8
2020-21,Reece James,Chelsea,Defender,2367,1,3,3,0,9,399.0,697.3,527.4
2020-21,Billy Gilmour,Chelsea,Midfielder,259,0,0,0,0,1,8.0,50.9,36.0
2020-21,Benjamin Chilwell,Chelsea,Defender,2286,3,6,3,0,12,408.0,535.8,545.0
2020-21,Thiago Thiago,Chelsea,Defender,1935,2,0,3,1,10,223.0,84.9,537.8
2020-21,Kai Havertz,Chelsea,Midfielder,1512,4,6,2,0,8,514.0,307.7,325.0
2020-21,Edouard Mendy,Chelsea,Goalkeeper,2745,0,0,2,0,16,0.0,0.0,470.2
2020-21,Karlo Ziger,Chelsea,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Faustino Anjorin,Chelsea,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Valentino Livramento,Chelsea,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Michy Batshuayi,Crystal Palace,Forward,717,2,2,0,0,2,210.0,113.5,132.8
2020-21,Gary Cahill,Crystal Palace,Defender,1800,1,1,3,0,4,157.0,90.1,406.2
2020-21,Wayne Hennessey,Crystal Palace,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Mamadou Sakho,Crystal Palace,Defender,275,0,0,0,0,0,6.0,1.6,36.6
2020-21,Vicente Guaita,Crystal Palace,Goalkeeper,3330,0,0,2,0,8,0.0,0.0,819.4
2020-21,James Tomkins,Crystal Palace,Defender,551,0,0,1,0,2,29.0,11.4,101.2
2020-21,James McArthur,Crystal Palace,Midfielder,1465,0,2,3,0,4,65.0,202.2,285.2
2020-21,James McCarthy,Crystal Palace,Midfielder,816,0,0,1,0,2,10.0,87.2,112.2
2020-21,Christian Benteke,Crystal Palace,Forward,1808,10,2,1,1,5,1030.0,236.5,512.6
2020-21,Cheikhou Kouyaté,Crystal Palace,Midfielder,3121,1,0,4,0,8,134.0,103.0,574.8
2020-21,Joel Ward,Crystal Palace,Defender,2255,0,1,5,0,7,28.0,118.2,366.8
2020-21,Martin Kelly,Crystal Palace,Defender,1,0,0,0,0,0,0.0,0.0,2.2
2020-21,Connor Wickham,Crystal Palace,Forward,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Andros Townsend,Crystal Palace,Midfielder,2250,1,5,0,0,7,311.0,694.6,511.4
2020-21,Luka Milivojevic,Crystal Palace,Midfielder,2357,1,1,8,1,7,143.0,329.6,410.8
2020-21,Patrick van Aanholt,Crystal Palace,Defender,1775,0,2,2,0,4,198.0,195.3,298.6
2020-21,Jordan Ayew,Crystal Palace,Forward,2086,1,4,4,0,6,451.0,238.6,278.6
2020-21,Wilfried Zaha,Crystal Palace,Midfielder,2612,11,4,6,0,6,1003.0,428.5,572.6
2020-21,Jeffrey Schlupp,Crystal Palace,Midfielder,1415,2,3,3,0,5,304.0,242.1,336.6
2020-21,Max Meyer,Crystal Palace,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Jairo Riedewald,Crystal Palace,Midfielder,1810,2,0,4,0,4,88.0,160.4,274.0
2020-21,Nathan Ferguson,Crystal Palace,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Tyrick Mitchell,Crystal Palace,Defender,1710,1,2,1,0,4,60.0,76.8,387.6
2020-21,Brandon Pierrick,Crystal Palace,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Scott Dann,Crystal Palace,Defender,1350,1,1,1,0,2,99.0,17.0,284.6
2020-21,Eberechi Eze,Crystal Palace,Midfielder,2555,4,8,3,0,6,383.0,653.1,516.2
2020-21,Sam Woods,Crystal Palace,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Ryan Inniss,Crystal Palace,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Nathaniel Clyne,Crystal Palace,Defender,1145,0,1,2,0,2,34.0,84.3,150.8
2020-21,Stephen Henderson,Crystal Palace,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Jack Butland,Crystal Palace,Goalkeeper,90,0,0,0,0,0,0.0,0.0,16.6
2020-21,Jean-Philippe Mateta,Crystal Palace,Forward,215,1,0,0,0,0,80.0,16.2,46.6
2020-21,Reece Hannam,Crystal Palace,Defender,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Jesurun Rak-Sakyi,Crystal Palace,Midfielder,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Fabian Delph,Everton,Midfielder,260,0,0,1,0,0,1.0,29.8,37.0
2020-21,Gylfi Sigurdsson,Everton,Midfielder,2244,6,5,2,0,10,510.0,644.2,530.6
2020-21,Jonas Lössl,Everton,Goalkeeper,0,0,0,0,0,0,0.0,0.0,0.0
2020-21,Seamus Coleman,Everton,Defender,1607,0,3,0,0,8,189.0,268.2,322.6
2020-21,Cenk Tosun,Everton,Forward,44,0,0,1,0,0,4.0,11.6,2.2
2020-21,Bernard Anício Caldeira Duarte,Everton,Midfielder,447,1,0,2,0,2,80.0,142.7,104.8
2020-21,Lucas Digne,Everton,Defender,2681,0,9,2,1,9,136.0,704.2,592.6
2020-21,Michael Keane,Everton,Defender,2989,3,1,4,0,11,243.0,87.8,814.0
2020-21,Jordan Pickford,Everton,Goalkeeper,2742,0,0,1,0,10,0.0,10.1,698.4
2020-21,André Filipe Tavares Gomes,Everton,Midfielder,1559,0,1,3,0,5,103.0,244.5,189.0
2020-21,Alex Iwobi,Everton,Midfielder,1530,1,3,0,0,5,233.0,263.1,262.6
